question,answer,image_id
what is the largest object,bed,image1075
what is the object on the floor right of the bed,stool,image1075
what is the object close to the wall right of the screen,window,image1075
what is the object close to the bed,ladder,image1077
what is the largest object,bed,image1077
what is the object close to the wall,picture,image1077
what is the object close to the wall,picture,image1078
what is the object on the floor left of the wall,bed,image1078
what is the object on the table,toy,image1078
how many chairs are there,1,image1082
what is the object on the floor left of the wall,sofa,image1082
what is the object close to the wall,picture,image1082
what is the object on the floor in front of the wall,sofa,image1083
what is the object on the sofa,pillow,image1083
what is the object on the stool,bag,image1083
what are the objects close to the shelves,books,image1084
what is the largest object on the table,monitor,image1084
what is the object on the floor in front of the table,chair,image1084
what is the object on the stool,lamp,image1086
how many sofas are there,2,image1086
what is the object close to the wall,mirror,image1086
what is the largest object,bed,image1092
what is the object on the floor left of the bed,lamp,image1092
what is the object on the bed,pillow,image1092
what is the object close to the wall,picture,image1093
what is the object on the floor in front of the wall,cabinet,image1093
what is the object on the floor in front of the wall,bag,image1093
what is the object on the stool,lamp,image1094
what are the objects on the bed,"pillow, blanket",image1094
what is the object close to the wall,photo,image1094
what is the largest object,bed,image1097
what are the objects on the bed,"pillow, blanket",image1097
what is the object close to the wall above the stool,window,image1097
what is the object close to the wall above the chair,window,image1093
what is the largest object,bed,image1093
what is the object in front of the bed,lamp,image1093
what is the largest object,bed,image1105
what is the object on the bed,blanket,image1105
what is the object close to the wall above the bed,window,image1105
how many chairs are there,1,image1106
what is the object close to the wall behind the chair,door,image1106
what is the object close to the door,door_knob,image1106
what is the largest object,bed,image1116
what is the object on the bed,pillow,image1116
what is the object close to the wall,picture,image1116
what is the object on the bed,pillow,image1116
what is the largest object on the stool,lamp,image1116
what is the object on the floor in front of the wall,stool,image1116
what is the object on the chair,pillow,image1119
how many chairs are there,2,image1119
what is the object on the floor below the window,stool,image1119
how many pictures are there on the wall,3,image1124
what is the largest object,bed,image1124
what is the object on the floor in front of the bed,toy,image1124
how many beds are there,2,image1127
what is the object close to the wall left of the window,picture,image1127
what are the objects on the bed,"pillow, blanket, bed_sheets",image1127
what is the object close to the wall above the bed,picture,image1129
what are the objects on the bed,"pillow, blanket",image1129
what is the object on the floor right of the bed,stool,image1129
what is the largest object,bed,image1133
how many pillows are there on the bed,2,image1133
what is the object on the stool,lamp,image1133
what is the object on the stool,television,image1138
what is the largest object,bed,image1138
what is the object behind the bed,lamp,image1138
what is the largest object,bed,image1141
what are the objects on the shelf,books,image1141
what is the object close to the wall left of the shelf,window,image1141
what are the objects on the shelf,books,image1145
how many doors are open,1,image1145
what is the largest object,bed,image1147
what are the objects on the bed,"pillow, blanket",image1147
what is the object on the floor right of the bed,stool,image1147
what is the object on the floor close to the wall,picture,image1149
what is the object on the floor in front of the wall,cabinet,image1149
what is the object on the cabinet,bed,image1153
what are the objects on the bed,clothes,image1153
what is the object on the floor,cabinet,image1153
what is the object on the floor in front of the chair,bag,image1154
how many chairs are there,1,image1154
what is the object close to the cabinet,bag,image1154
what are the objects on the shelf,books,image1156
what is the object on the floor left of the shelf,bed,image1156
what is the object on the floor left of the table,basket,image1156
what is the object on the cabinet,photo,image1159
how many pictures are there close to the wall,2,image1159
what is the largest object,cabinet,image1159
how many pictures are there close to the wall,3,image1161
what is the object on the floor in front of the wall,table,image1161
what is the largest object on the table,lamp,image1161
what is the object close to the wall above the stool,window,image1162
what is the object on the table,photo,image1162
what is the largest object,bed,image1163
what is the object on the bed,pillow,image1163
what is the object on the floor in front of the wall,stool,image1163
what is the largest object,bed,image1162
what is the object on the bed,pillow,image1162
what is the object close to the wall above the bed,window,image1162
what is the object on the floor in the corner,lamp,image1167
what is the object on the floor right of the wall,cabinet,image1167
what is the object on the shelf,photo,image1167
what is the largest object,bed,image1168
how many pillows are there on the bed,2,image1168
what is the object on the floor,box,image1168
how many chairs are there,8,image6
how many brown ladders are there,1,image6
how many black cameras are hanging next to the wall,3,image6
what are the red objects,ladder,image7
how many monitors are there,3,image7
how many black cameras are there,5,image7
how many clockes are on the white wall above the telephon,1,image8
what is the green object behind the chair nest to the telephon and clock,curtain,image8
how many green objects are there,1,image8
what is the red object on the white wall behind the garbage bin,fire_extinguisher,image8
what is the red object on the brown table in front of the white wall,paper_tray,image9
how many cobalt garbage bin are there,1,image9
what is the large brown object on the white wall,cork_board,image9
what is the white object on the while wall,paper_rack,image10
how many large cobalt objects are there,1,image10
how many printers are there,2,image11
how many white stapler are there on the table,3,image11
how many peices of paper are there on the white wall behind the paper rack,2,image12
what is the round object on the second right white cabinet,clock,image13
how many pictures are above the clock on the white second right cabinet,2,image13
how many white monitors are there,1,image13
how many fans are there,1,image13
how many windows are there,2,image14
what is the green object in front of the window,plant,image14
what is the celery object next to the window and the plant and infront of the white wall,sofa,image14
what object is on the white wall above the celery couch,picture,image14
how many red fire extinguisher are there on the white wall,1,image15
what object is on the wall in front of the fire extinguisher,picture,image15
what is the white object on top of the brown table,printer,image16
how many white printers are there,2,image16
how many ladders are next to the white wall,1,image16
how many cobalt books are there in the bookshelf,2,image16
what is the brown object above the white dresser,bookshelf,image17
what is the white object below the brown bookshelf,dresser,image17
how many ladders are there,1,image17
how many celery curtains are there,1,image18
how many black swivel chairs are there around the brown table,6,image19
what object is above the brown table and below the white ceiling,projector,image19
how many mauve swivel chairs are there,1,image19
how many black armchairs are there next to the brown table and in front of the white wall,1,image21
how many brown cork boards are there on the wall above the black chair and dark brown table,1,image21
what is the object on the dark brown table,bottle_of_soap,image21
what is the black and white round object on the top right of the brown cork board,clock,image22
what is the cobalt object on the floor and next to the table,garbage_bin,image22
what is the white object on the black table and next to the white board,printer,image22
how many black swivel chairs are there in front of the white wall,1,image23
how many black telephones are there on the light brown table,1,image23
what is the object on the top right of the brown corck board,clock,image23
how many staplers are there on the light brown table under the bookshelf,2,image24
what is the large white object next to the white wall on the small table,printer,image24
how many printers are there,1,image25
how many rulers are there,1,image25
what is the object below the two red chairs,whiteboard,image26
how many red chairs are there,5,image27
what object is in front of the window below the ceiling,projector_screen,image27
how many navy bins are there,2,image28
what in the brown object next to the black armchair,table,image28
what is the object on the wall behind the left navy bin,whiteboard,image28
how many black monitors are there,1,image29
how many black speakers are there,2,image29
what is the black object between the two black speakers,monitor,image30
how many swivel chairs are there in front of the brown table,1,image30
what object is behind the table and monitor,water_cooler,image31
what object is on the water cooler,bottle,image31
how many red swivel chairs are there,2,image31
how many black speakers are there,2,image32
what is the object under the bottle,water_cooler,image32
what is the object on the white wall behind the red chair,whiteboard,image33
what color is the swivel chair,red,image33
how many whiteboard erasers are there,1,image33
what is the object in front of the whiteboard,chair,image33
how many red couches are there,2,image35
how many red armchairs are there,1,image35
how many red sofas are there,1,image36
how many cobalt bins are there,1,image37
what is the round object on the top left side of the gray cork board,clock,image37
how many lamps are there,2,image37
how many printers are there,2,image38
how many black stapler are there on the brown table,2,image38
what is the black object on the brown table,telephone,image39
how many re swivel chairs are there around the table,4,image39
how many black objests are there on the table,1,image39
what color is the swivel chair next to the kitchen roll,red,image40
what color are the shutters,red,image40
what is the large object on the white wall,whiteboard,image41
what color is the red chair next to the table,red,image41
how many doors are there,1,image43
what is the brown object on the right side,door,image43
what is the large black object next to the brown door,sofa,image43
what color is the sofa,black,image43
how many black objects are there,1,image43
what is the large white object in the left corner,toilet,image44
how many toothbrushes are there,2,image44
what is the light pink object next to the sink,hair_brush,image44
what is the object next to the sink and in front of the glass,toothpaste,image44
what color is the hair brush,pink,image45
what is the object behind the toothpaste,glass,image45
what is the white object in the center,sink,image46
what is the object between the sink and the white towel,pot,image46
what color is the towel,white,image46
what is the light blue object in the left side,shower_curtain,image47
what is the small white object next to the toilet,toilet_paper,image47
what is the red object under the mirror,tissue_box,image47
what is the violet object next to the faucet,bottle_of_soap,image48
what is the large white object in the right side,sink,image48
what color is the sink,white,image48
what is the light pink object next to the sink,bottle_of_soap,image49
how many blue electronic tooth brushes are there,1,image49
how many cobalt tooth brushes are there,2,image49
what is the large camel object on the right side,sofa,image50
what color is the couch,brown,image50
how many lamps are there,1,image50
how many pillows are there on corner of the camel couch,1,image50
how many black armchairs are there next to the white wall,1,image51
what is the largest object,bookshelf,image51
what is the white object in the candlestick,candle,image52
how many bananas are there in the black plate,2,image52
what is the large object on the white wall behind the white candles,mirror,image52
what is the metallic object nest to the white wall on the floor,bin,image53
what is the largest object on the table,book,image53
what is the large white object on the table next to the book,laptop,image54
how many objects are there on the wall,2,image54
how many pillows are there on the bed,3,image56
what is the object on the dresser,tissue_box,image56
what is the light brown object next to the bed,dresser,image56
what is the green object behind the black chair,tissue_box,image57
what is the large black objest in the left side,chair,image57
how many brown pillows are there on the bed,2,image58
how many objects are there on the wall,1,image58
how many black objects are there,2,image59
what is the white object on the floor next to the wall,toilet_paper,image59
what is the big white object,mattress,image60
how many brown paper bags are there on the floor,1,image61
what is the big brown object,dresser,image62
what is the big black object on the dresser in front of the white wall,monitor,image63
what is the light brown object in the right corner,dresser,image63
how many white pillows are there on the bed,1,image64
how many black objects are there,1,image65
what is the large brown object,dresser,image66
what is the largest object,1,image66
what is the large white object in the left side of the light brown dresser,curtain,image66
how many brown objects are there,1,image66
what is the largest object,bookshelf,image67
what color is the dresser,brown,image68
what solor is the bookshelf,brown,image69
how many pink bags are there,1,image69
how many pillows are there in on the bed,2,image70
how many candles are there,2,image1379
what color are the walls,blue,image1381
what color is the piano,brown,image1387
how many objects are there on the wall and on the left side of the window,3,image1390
how many frames are there on the wall,3,image1397
what color is the curtain,white,image1401
how many mirrors are on the wall,1,image1405
how many dark brown chairs are there,8,image1406
what color are the walls,white,image1407
how many frames are there on the wall,2,image1408
how many objects are there on the wall,1,image1414
how many purple chairs are there,1,image1419
how many white chairs are there around the dinner table,8,image1428
how many chairs are there around the brown table,7,image1431
what color is the dinner table,brown,image1433
how many windows are there,1,image1438
how many lamps are there,1,image1443
how many pillows are there on the sofa in the right side of the man,2,image229
how many windows are there,3,image1324
what color is the microwave,white,image791
what is the red object hanged on the white wall nest to the umbrella,bag,image150
how many ladders are there,1,image1201
what color is the armchair behind the table,white,image1204
how many pillows are there on the bed,2,image1021
what is the dark brown object next to the big dark brown bed,drawer,image972
what is the brown object in front of the sofa,carton,image486
how many windows are there,4,image275
what color is the ball next to the bed,red,image1185
how many monitors are there,1,image819
how many pillows are there on the big couch,2,image368
what color is the chair,black,image360
what is the black object on the corner of the desk,monitor,image638
what color is the flower pot on the table,black,image1207
how many black chairs are there,2,image470
how many open doors are there,1,image221
how many lamps are there,1,image1048
what color is the chair,red,image256
what is the object above the toilet and the sink,mirror,image738
how many picture frames are the on the wall,5,image1413
what color is the garbage bin,white,image826
what color are the small chairs,red,image1315
how many armchairs are there,1,image592
what color is the towel,pink,image690
what is the largest object,piano,image1282
what color are the cabinets,brown,image197
how many dressers are there,2,image1047
what is the big object in the left side of the toilet and in front of the wall,garbage_bin,image508
how many tables are there,2,image1419
how many sinks are there,2,image735
what color are the chairs,black,image284
what is the big white object in the right side,ironing_board,image492
how many windows are there,3,image748
how many brown round tables are there,2,image227
what color is the curtain,white,image1401
how many chairs are there,1,image887
what color is the door,white,image1397
how many rectangle frames are there on the wall and above the lamp,1,image217
what color is the towel,white,image727
how many open doors are there,1,image212
what is the object on the wall and above the television,clock,image163
what color is the telephone,black,image856
what color is the board,black,image323
how many pictures are there on the white wall,2,image183
how many frames are there on the wall and above the dresser,3,image921
what is the black object in front of the white wall and between the two windows,table,image1279
how manu black armchairs are there,2,image1255
what color is the electrical kettle,black,image844
how many objects are there on the white blanket,1,image953
what is the big black object next to the books,television,image1251
how many pillows are there on the bed,2,image1075
how many chairs are there around the table,6,image550
how many objects are there on the wall,1,image167
what color is the roll of paper towels,1,image252
how many drawers are there,5,image670
what color are the cabinets,white,image870
how many dark brown chairs are there around the table,3,image799
how many black chairs are there next to the table,2,image596
what is the big object on the big dark brown dresser,television,image1193
how many towels are there,3,image674
how many laptops are there,1,image146
how many pillows are there on the gray armchair,1,image173
what is the big white object in the right side of the brown bed,pillow,image398
how many lamps are there,1,image1167
how many white knives are there,2,image898
how many squer tables are there,1,image342
what color is the drawer,black,image975
what is the object in front of the window,curtain,image1113
how many pillows are there on the red couch,4,image202
how many beds are there,2,image931
how many pictures are there on the dresser,1,image175
where are the books,bookshelf,image627
what is largest object,table,image1359
how many doors are there,2,image681
what is the big white object behind the table,refridgerator,image415
how many sofas are there,2,image598
how many picture frames are there,2,image842
what color is the bookshelf,brown,image90
how many blue towels are there,2,image688
how many light brown desks are there in front of the white wall and behind the dark brown chair,1,image1173
how many red pillows are there on the sofa,2,image644
how many square leather stool are there,1,image434
what is the black object in front of the stove,bin,image568
what is the big object on the wall above the sink towel and faucet,mirror,image656
how many white candles are there,3,image1428
how many objects are there on the table,2,image414
how many beds are there,2,image1186
what is the largest object in the image1170 which contains some book,bookshelf,image1170
what is the green object in front of the whiteboard,plant,image120
what color are the chairs,blue,image307
how many dark brown squere tea table are there,1,image419
what color is the armchair,brown,image444
how many armchairs are there,2,image1265
how many blue tables are there,1,image319
what is the biggest dark brown object,table,image1407
what is the object above the chairs and next to the clock,window,image282
what is the white object in front of the wall,towel,image665
what is the big white object in the left side on the black electronic kettle,refridgerator,image875
what color are the cabinets,brown,image138
what color is the sofa,brown,image1311
how many mirrors are there on the wall and next to the window,1,image990
what color is the rocking chair,brown,image1106
how many blue chairs are there around the round table,4,image322
how many roll of paper towels are there,1,image759
what color is the garbage bin,white,image952
what color are the armchairs,brown,image379
how many televisions are there,1,image595
what is the largest object,sofa,image209
what color are the chairs around the table,blue,image327
what is the black animal that is lying on the carpet and in front of the blue sofa,dog,image1331
what color is the table,brown,image1364
how many sofas are there,1,image1337
how many brown tables are there,3,image1289
what color is the blanket,white,image1105
how many tables are there,2,image85
what color are the cabinets,brown,image765
how many frames are there on the wall,3,image1161
what color is the dresser,brown,image1055
what is the big white object on the white wall and behind the desks and green chairs,whiteboard,image298
what is the big white object in the right side,toilet,image730
what color is the door,white,image485
what color is the armchair,black,image1226
how many frames are there on the wall,1,image888
what is the yellow object on the brown table,banana,image852
what is the object in the right side of the faucet and in front of the mirror,bottle_of_soap,image702
how many green lamps are there on the desk,1,image585
what color are the walls,purple,image93
how many dark brown chairs are there around the dark brown table,6,image1408
what color are the bed sheets,white,image1140
how many laptops are there,1,image376
how many televisions are there,1,image164
what is the big object behind the big black table,fireplace,image1313
how many plants are there,2,image900
what is the biggest object,bed,image914
how many black armchairs are there,2,image1297
what color are the bed sheets,red,image989
how many picture frames are there on the wall,3,image1017
how many plum pillows are there on the brown carpet and next to the bed,1,image1063
what color are the walls,blue,image1090
what is the big object in the left side of the big black dresser,dresser,image530
how many televisions are there,1,image169
how many frames are there on the wall,4,image1365
how many toilet papers are there,5,image704
how many beds are there,1,image522
what color is the table,brown,image1431
what is the object in front of the gray sofa,table,image1211
what color is the tissue box,purple,image501
how many chairs are there,3,image901
how many windows are there,2,image1390
what color is the swivel chair,black,image624
how many purple pillows are there on the bed,1,image1196
what color is the television,black,image402
what color is the towel,white,image729
what is the white object in the left side of the toilet,garbage_bin,image497
what is the brown object on the bed,blanket,image1098
how many closed doors are there,2,image222
what is the white object ext to the hair brush,hair_dryer,image720
how many armchairs are there,2,image1232
what color is the sofa,brown,image1329
what color are the cabinets,brown,image796
what color are the cabinets,brown,image764
how many beds are there,1,image950
how many black chairs are there in front of the white wall,2,image615
what is the brown object on the bed,blanket,image82
what color is the garbage bin,blue,image338
how many pillows are there on the sofa,1,image1267
what color is the tea table,brown,image1275
how many objects are there on the wall and above the pillows,1,image516
how many chairs are there,1,image831
how manu blue chair are there,8,image290
what is the object on the dark brown desk and behind the lamp,monitor,image185
how many objects are there on the drawer,3,image1118
what color is the table,black,image1273
how many red pillow are there on the bed next to the black pillow,2,image978
what color are the beds,white,image1128
how many black bags are there,1,image634
what color is the bed,brown,image535
what is the green object in the right side of the brown door,curtain,image927
what is hung on the wall close to the garbage bin,fire_extinguisher,image1
how many bins are there,2,image1
what are the colors of the garbage bins,"black, gray",image1
how many bottles of liquid are there near the sink,5,image2
how many papers are stuck on the refridgerator,2,image2
which equipment is the largest,refridgerator,image2
what is on the cardboard box,telephone,image3
what is there next to the scissor on the table,tape,image3
what is behind the tape,book,image3
how many liquid bottles are there on the table,10,image4
what is in front of the table,chair,image4
what is on the right side of the laptop,plastic_cup_of_coffee,image4
what is the largest item,table,image5
what is the colour of the text on the whiteboard,green,image5
how many speakers are there in the room,3,image5
what is on the left side of the whiteboard,stacked_chairs,image5
how many chairs are there,8,image6
what is the colour of the computer,black,image6
what is the color of the chairs,blue,image6
how many monitors are there,3,image7
what is in front of the projector screen,ladder,image7
how many speakers are there,5,image7
what is in between the monitor that is on and off,green_screen,image7
what is hung on the wall above the telephone,clock,image8
what is in front of the closed door,garbage_bin,image8
what is the colour of the screen,green,image8
what is there in front of the screen,chair,image8
how many doors are open,1,image8
what is on the white and brown table,bottle_of_liquid,image9
what is hung on the wall,framed_certificate,image9
what is the colour of the poster board,brown,image9
how many posters are there on the poster board,4,image9
how many machines are there,3,image10
what are the machines on the table,"fax_machine, printer",image10
what is the color of the rack placed above the table,white,image10
what is on the left side of the printer,pen_cup,image11
what is the color of the stand next to the fax machine,blue,image11
how many shelves are filled in the rack,19,image11
how many papers are stuck on the wall,7,image11
what is the color of box that has nyu printed on it,white,image12
how many doors are there in the room,5,image12
what is the color of the cupboard that is close to the garbage bin,gray,image12
what is the color of the garbage bin,blue,image12
what is the color of the computer monitor,white,image13
how many pictures are stuck around the clock,5,image13
how many plants are there,1,image14
what is hung on the wall,picture,image14
what is in front of the plant,sofa,image14
how many papers are stuck on the wall,1,image14
what is the safety equipment that is on the wall,fire_extinguisher,image15
what is the object that is visible in the straight farthest point,sofa,image15
what is the colour of the carpet,gray,image15
what is hung on the right side wall,picture,image15
what do the shelves hold,"books, file",image16
what is the colour of the table,brown,image17
what is on the ride side of the table,ladder,image17
what is in between the shelf and the white draw,plastic_box,image17
what is the colour of the board on the wall behind the ladder,red,image18
what is diagonally placed in front of the ladder,table,image18
how many red objects are visible,5,image18
what is on the wall,projector_screen,image19
what is suspended from the ceiling,projector,image19
how many chairs are there surrounding the table,6,image19
what is near the wall,stacked_chairs,image19
what is the colour of the chair near the stacked chairs,red,image19
what is the largest object,table,image20
how many tables are there,3,image20
what is stuck on the right wall,paper,image20
what is on the table,bottle_of_liquid,image21
what is running above the wall clock,cables,image21
what is hanging diagonally behind the water dispenser,telephone,image21
how many posters are held by the poster board,6,image21
what is right side to the telephone,paper,image21
what is left side of the table,chair,image21
what is behind the glue,bottle_of_liquid,image22
what is left of the table,garbage_bin,image22
what is on the chair,jacket,image23
how many framed pictures are there,1,image23
what is on the left of the poster board,coat_hanger,image23
how many sticky notes are there on the poster board,2,image23
how many shelf racks are there on the wall,3,image24
how many doors are there on the cupboard,4,image24
what is on the brown table,printer,image24
what are the machines,"printer, fax_machine",image24
how many cables are visible,6,image25
how many stacks of paper are there on the table,2,image25
what is in front of the blinds,projector_screen,image26
what is on the left wall of the projector screen,whiteboard,image26
how many blinds are there,1,image26
what is behind the black box on the table,perfume,image27
how many blinds are visible,2,image27
what is above the projector screen,ceiling,image27
how many legs of the chairs are visible,2,image28
what is in front of the whiteboard,garbage_bin,image28
how many garbage bins are there,2,image28
how many doors are open,1,image29
what is next to the mouse,paper,image29
what is behind the keyboard,mouse,image29
what is left to the left most cpu,cables,image29
what is in front of the table,chair,image30
what is behind the right cpu,water_dispenser,image30
what is behind the telephone,monitor,image30
what is the thinnest object on the table,cables,image30
what is right to the whiteboard,monitor,image31
how many handles of the chair in front of the whiteboard is visible,1,image31
how many chairs are totally there,2,image31
how many buttons are there in the monitor,2,image32
what is on the right most side of the table,"cable_box, cables",image32
what is the colour of markers on the whiteboard,"red, black",image33
what is in front of the whiteboard,chair,image33
what is above the shelves,light,image34
how many shelves are there beneath the light,2,image34
what is the white coloured machine,printer,image34
what is in front of the cupboard,"chair, carton",image34
what is surrounding the circular table,"sofa, sofa, chair",image35
what are the circular objects visible,"table, clock",image35
what is left of the copying machine,garbage_bin,image35
how many items are there on the poster board,8,image36
what colour is the sofa,red,image36
how many legs of the sofa is visble,3,image36
what are the cylindrical items on the wall,"light_bulb, light_bulb",image37
what is the colour that is dominating on the poster board,yellow,image37
how many doors are there in total,4,image37
what is in between the machines,stapler,image38
what is behind the stapler,paper,image38
what is the colour that is dominating,red,image39
what is on the table,telephone,image39
the chairs are surrounding which object,table,image39
how many plug sockets are visible,4,image39
what is the largest object,blinds,image40
what is the largest object on the round table,tissue_roll,image40
how many cables are there,3,image40
what is on the left side of the green screen,chair,image41
how many chairs are there,3,image41
what are the colours identifiable on the whiteboard,"blue, black, green",image42
how many bottle of liquid is visible,1,image42
what are the colours of the cables running,"black, white",image42
how many people are there in the framed picture,3,image43
what is left side of the sofa,table,image43
what is biggest black object,sofa,image43
how many doors does the cupboard have,2,image44
what is the colour of the hair brush,pink,image44
what is right side of the tap,bottle_of_liquid,image44
how many framed pictures are there,2,image44
what is in between the toilet and cupboard,bottle_of_liquid,image45
what are the colours in the carpet,"yellow, blue",image45
how many tooth brush are there,2,image45
what is on the red pouch,makeup_brush,image45
what is right side of the tap,cup,image46
what is on the left side of the wash basin,bottle_of_liquid,image46
what is right side of the cup,towel,image46
what is behind the cup,bottle_of_soap,image46
what is left side of the curtain,towel,image47
what is in between the toilet and cupboard,tissue_roll,image47
how many bottles are there,2,image48
what is in between the tap and the shelf,bar_of_soap,image48
what is the colour of the bath tub,white,image48
how many tooth brushes are there,3,image49
what is in front of the tooth brush cup,toothpaste,image49
how many doors are there in the cupboard beneath the wash basin,2,image49
how many lights are there,2,image50
what is the smallest object on the sofa,book,image50
what is the largest object that is hung on the wall,picture,image50
what is behind the left most lamp,blinds,image50
what are predominantly filled in the rack,books,image51
how many sofas are there,2,image51
how many pictures are there,4,image51
how many books shelves are there,3,image52
what is in between the candle sticks and lamp,banana,image52
what is beneath the black table,"stool, stool",image52
what is beneath the letter stand,garbage_bin,image53
what is the object closest to the door,"shoe, wall_decoration",image53
what is the colour of the floor,brown,image53
how many large rectangle objects are there on the table,5,image54
how many chairs surround the table,6,image54
what is hung on the wall,"picture, picture",image54
what is right side of the laptop,book,image54
what is right side of the book,chair,image54
what is the round gray object,excercise_ball,image55
what is left side of the exercise ball,lamp,image55
what is left side of the bed,night_stand,image56
what is on the night stand,tissue_box,image56
what is right side of the bed,blinds,image56
how many doors does the night stand have,3,image56
what are the electronic gadgets in the picture,"laptop, printer",image57
what is in front of the laptop,bottle_of_perfume,image57
what is on the right side of the plug point,canister,image57
what is on the wall,picture,image58
what is the largest object,bed,image58
how many pillows are there,2,image58
what is the colour of the comforter,green,image58
what is hung on the wall,basketball_hoop,image59
what is infornt of the wall,"bin, table, chair",image59
what is on the left side of the door on the floor,headphones,image59
what is left side of the headphones,tissue_roll,image59
what is on the ride side of the door,shirts_in_hanger,image59
how many pairs of shoes are there around the bed,2,image60
what is on the wall,window,image60
what is in front of the blue bag on the bed,hair_brush,image60
what is on the right side of the garbage bin,bed,image61
what is on the left had side in front of the curtain,shirts_in_hanger,image61
what is in between the cardboard box and the red poster,shoe,image61
what is the colour of the curtain,green,image61
which is the largest object,door,image62
what is in front of the television monitor,"bottle_of_liquid, dvd_player",image62
what is on the left side of the bottle of liquid,shaver,image62
how many draws are there in the unit where the tv dvd is kept,2,image62
what is on the door,jacket,image62
what is in between the tv unit and the rack,cables,image63
what is predominantly filled on the top most shelf of the left side stand,books,image63
how many plastic cups of coffee are visible,1,image63
what is beneath the keyboard,clothes,image63
what is on the right side of the night stand,mirror,image64
what are the things on the night stand,"bottle_of_perfume, papers",image64
how many pillows are there on the bed,1,image64
what is in front of the pillow,comforter,image64
what are the colours visible,"white, brown",image65
what is behind the bed,wall,image65
what is at the right most edge of the table,lamp,image66
what is on the left most edge of the table,bottle_of_liquid,image66
what is on the left side of the book,perfume,image66
what is in front of the lamp on the table,paper,image66
how many photo frames are there,2,image66
what is on the left side of the cream,lint_roller,image67
what is the colour of the teddy bear,brown,image67
what is above the television,dvd_player,image68
how many drawer knobs are there beneath the television,8,image68
what is beneath the yellow paper on the bookshelf,box,image69
what is in front of the bookshelf,cloth_bag,image69
what is the colour of the cloth bag,pink,image69
what is on predominantly lying down on the bed,clothes,image70
what is on the left side of the bed,night_stand,image70
where are the flowers kept,vase,image70
what is on the pillow,bag,image71
how many pillows are there,2,image71
what are the white objects are there on the bed,"comforter, pillow",image71
what is in between the bed and night stand,"bottle_of_liquid, cables",image71
how many slippers are there,3,image72
what is in the shelf beneath the shelf of slippers,gift_wrapping_roll,image72
what is hung on the left most side of the rack,jacket,image72
what is on the right side of the rack,door,image72
how many pictures are there on the wall,3,image73
what is on the right side of the bottle of liquid,lamp,image73
what is in front of the lamp,fan,image73
what is on the night stand closer to the bed,books,image73
what is on the bed,"comforter, pillow",image73
what is behind the bed,curtain,image74
what are the colours visible,"red, white, pink, gray",image74
how many drawers are there,9,image75
what is on the right side of the table,curtain,image75
how many drawer knobs are there,11,image75
what is on the left side of the bed,night_stand,image76
what is on the night stand,"alarm_clock, lamp",image76
what is on the wall,picture,image76
what is on the right side of the lamp on the table,bottle_of_liquid,image76
what is beneath the blinds,air_conditioner,image77
what is the biggest black object on the table,fan,image77
what is in between the air conditioner and the rack,cables,image77
what is the colour of the blinds,brown,image77
what is the largest object,bicycle,image78
how many pictures are visible on the wall,4,image78
what are the most predominant colours,"black, white",image78
what is on the night stand,"laptop, clothes",image79
what is the colour of the cloth on the comforter,"blue, gray",image79
how many drawers are there in the table that holds the laptop,2,image79
how many pillows are there,4,image79
what is beneath the curtains,air_conditioner,image80
what is hing on the rack,hat,image80
what is in between the air conditioner and the rack,hockey_stick,image80
what is in the third shelf of the rack,books,image80
what is on the right side of the bed,night_stand,image81
what is on the left most side on night stand,lamp,image81
what is on the right side of the lamp,alarm_clock,image81
what is the largest object,bed,image81
what is in front of the pillow,clothes,image81
what is the red object,deoderant,image82
what is the black object in between the table and the bed,suitcase,image82
what is in front of the laptop,mouse,image83
what is on the left most side on the table,books,image83
what is on the right side of the books,calculator,image83
what is on the left side of the laptop,papers,image83
what are filled on the tables,books,image84
how many legs of the tables are visible,6,image84
what is the colour of the wall decoration above the books rack,purple,image84
what is on the left side of the wall ornaments,picture,image84
how many columns of the rack are visible,4,image85
what is filled in the rack,3,image85
what is leaning against the left rack,ladder,image86
how many books are displayed in the black rack,6,image87
what are the colours that are predominant,"brown, red, black",image87
what is on the ceiling,"pipe, light",image88
what are the numbers drawn on the wall,"4, 6",image88
what is hung on the wall,clock,image88
what is on the right side of the pillar,table,image89
what is on the black rack,dvds,image90
what is the colour of the wall on the right side of the black stand,purple,image90
what is in front of the stand with the bags,books,image91
what is above the bag stand,clothes,image91
what are the colours of the clothes in the left side,"white, blue",image92
what is above the whit clothes,hat,image92
what is hung from the ceiling on the right side of the pillar,light,image92
what is the red object in front of the wall,lamp,image93
what is on the right side of the lamp,monitor,image93
what is on the right side of the monitor,telephone,image93
what is on the wall above the clothes,clock,image93
what is in front of the table,books,image93
what is beneath the hat,clothes,image94
what is on the left most side,shelves,image94
what is the colour of the hat,"black, white",image94
what is on the left side of the image95 behind the clothes,candle,image95
how many steps are there,3,image95
what are the colours of the clothes seen,"white, blue, black, gray",image95
how many clothes stand are there in the front,4,image95
how many stands are there in front of the pillar,2,image96
what are there in the shelves in front of the pillar,decorative_item,image96
what are dominantly filled in the shelves,cup,image97
what are the colours of the cups,"blue, purple, black, white",image97
how many shelves are visible,4,image97
how many shelves are there in the rack which is in front,3,image98
what is behind the cup stand,table,image98
what is on the left side table,stool,image98
what are the colours of the clothes,"pink, black, white, blue",image99
what is on the right side of the photo stand,"cup, stand",image100
